userId,displayName,userPrincipalName,imageType,imagePath,sourceImage
42144de3-a57c-4796-ad9a-1c4caa2233e3,Mary Rodriguez,testuser027@lobralicloud.onmicrosoft.com,human,images/profile_0027_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\13128.jpg
595a5bd0-0708-4142-aec4-0c92eb6d24ed,Carol Johnson,testuser028@lobralicloud.onmicrosoft.com,human,images/profile_0028_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\50572.jpg
18560d04-5518-4bae-ad43-835c8f2b0cd0,John Davis,testuser029@lobralicloud.onmicrosoft.com,avatar,images/profile_0029_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\8\cs7145657363114897949.jpg
94bf398e-8fe4-48fb-9ffc-28acc70d8c61,Jessica Smith,testuser030@lobralicloud.onmicrosoft.com,animal,images/profile_0030_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\train\dogs\dog.4177.jpg
aa2a1725-f2eb-43f2-b4b0-4bb706cbaedd,Jessica Hernandez,testuser031@lobralicloud.onmicrosoft.com,avatar,images/profile_0031_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\4\cs2393356394458977093.jpg
3858ccab-3510-401d-ad30-ae4c8e759f94,Amy Green,testuser032@lobralicloud.onmicrosoft.com,animal,images/profile_0032_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\cats\cat.9932.jpg
43cc3c09-c9df-4cae-8aa6-bffbe26fc2f2,Timothy Sanchez,testuser033@lobralicloud.onmicrosoft.com,human,images/profile_0033_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\val\4425.jpg
e4fed2cf-e098-4eef-8093-217f75782a82,Donald Brown,testuser034@lobralicloud.onmicrosoft.com,no_pic,,
be97f3e4-d8e1-4462-a762-5dcec65007ad,Gary Parker,testuser035@lobralicloud.onmicrosoft.com,no_pic,,
95dbcf02-3f83-4379-9c11-a7d862f92479,Kenneth Campbell,testuser036@lobralicloud.onmicrosoft.com,animal,images/profile_0036_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\dogs\dog.8779.jpg
6e725fed-677e-45eb-884c-1fa3fd1ca985,Mary Harris,testuser037@lobralicloud.onmicrosoft.com,avatar,images/profile_0037_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\2\cs152969538522261679.jpg
6fcf0f58-d677-4563-9857-22312c64017a,Jessica Baker,testuser038@lobralicloud.onmicrosoft.com,human,images/profile_0038_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\85428.jpg
811aee94-f3ae-43a2-8e09-695e9df5eeb6,Deborah Hernandez,testuser039@lobralicloud.onmicrosoft.com,human,images/profile_0039_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\10764.jpg
be816ec5-4b49-40fe-9d3c-3c61c053ee09,Helen Thomas,testuser040@lobralicloud.onmicrosoft.com,human,images/profile_0040_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\13747.jpg
84e83c54-0206-4aa1-8ed9-5a0be1d6917d,Rebecca Brown,testuser041@lobralicloud.onmicrosoft.com,avatar,images/profile_0041_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\9\cs8861789723080930237.jpg
d7658f02-c9c4-44a5-9342-0118486c8c45,Joseph Walker,testuser042@lobralicloud.onmicrosoft.com,animal,images/profile_0042_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\cats\cat.8585.jpg
8d2b4f9a-4c10-4ea8-aead-35db26a36e0a,Kathleen Rivera,testuser043@lobralicloud.onmicrosoft.com,human,images/profile_0043_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\21406.jpg
38fc0876-3bfb-404b-8359-325d803942e2,Nicholas Ramirez,testuser044@lobralicloud.onmicrosoft.com,human,images/profile_0044_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\20939.jpg
3eeac02b-9163-4a97-9c7b-7d39e29c7c0f,Emily Diaz,testuser045@lobralicloud.onmicrosoft.com,human,images/profile_0045_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\76205.jpg
f74bcc1f-df0c-44f8-b7c0-5cbe43ab74d5,Sharon Brown,testuser046@lobralicloud.onmicrosoft.com,animal,images/profile_0046_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\dogs\dog.8061.jpg
1d58fd19-3d22-4d40-90c2-38b69a33bcd5,Jennifer Reyes,testuser047@lobralicloud.onmicrosoft.com,human,images/profile_0047_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\59852.jpg
7962e742-802d-4c1d-87e4-c301b51e4391,Nancy Hernandez,testuser048@lobralicloud.onmicrosoft.com,animal,images/profile_0048_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\cats\cat.11807.jpg
426136fc-e70d-4522-a0d1-81acd0739258,Jennifer Wilson,testuser049@lobralicloud.onmicrosoft.com,human,images/profile_0049_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\49705.jpg
f5a8b476-b3bb-4356-8d25-e4e91ba8cd10,David Gonzalez,testuser050@lobralicloud.onmicrosoft.com,animal,images/profile_0050_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\dogs\dog.2387.jpg
e797dbe2-f3bf-4cf1-a003-fd2a97172b2f,Stephanie Wilson,testuser051@lobralicloud.onmicrosoft.com,human,images/profile_0051_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\val\1897.jpg
b4b57a2e-7824-4513-887f-8eeba96ecd78,Michelle Nelson,testuser052@lobralicloud.onmicrosoft.com,animal,images/profile_0052_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\dogs\dog.99.jpg
3915e795-32c5-412a-b00b-640f0df9d687,Betty Robinson,testuser053@lobralicloud.onmicrosoft.com,human,images/profile_0053_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\22089.jpg
5299b9cc-15f1-4c7b-8716-8a6c8b4f5a66,Andrew Hill,testuser054@lobralicloud.onmicrosoft.com,animal,images/profile_0054_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\train\dogs\dog.318.jpg
aca71eb6-a227-4b4c-9247-2a4c581b1026,Stephanie Jones,testuser055@lobralicloud.onmicrosoft.com,avatar,images/profile_0055_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\7\cs5512140907155826668.jpg
804dc9ef-d4e1-4b0c-acdb-48d4d8a4ed8d,Kenneth White,testuser056@lobralicloud.onmicrosoft.com,human,images/profile_0056_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\val\9547.jpg
77a70a26-8df1-4fe9-8e1c-681d2bb2b00f,Michael Lopez,testuser057@lobralicloud.onmicrosoft.com,no_pic,,
d578ae8d-b56c-4f7e-9c5e-1fbaa5cea75d,Susan Sanchez,testuser058@lobralicloud.onmicrosoft.com,human,images/profile_0058_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\38888.jpg
e1ca2f17-985d-4adf-9cbd-d3c70ae1c90e,Lisa Wright,testuser059@lobralicloud.onmicrosoft.com,avatar,images/profile_0059_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\0\cs12878329545163678602.jpg
e2bab33e-cd72-41aa-8932-0bfeb7ed6424,Sandra Murphy,testuser060@lobralicloud.onmicrosoft.com,human,images/profile_0060_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\6299.jpg
09ca5924-3a6b-423d-9c04-2b9571e0c3dd,Sarah Roberts,testuser061@lobralicloud.onmicrosoft.com,animal,images/profile_0061_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\train\dogs\dog.11878.jpg
d2b6a31f-47b5-4182-8793-620f8adff080,Rebecca Stewart,testuser062@lobralicloud.onmicrosoft.com,human,images/profile_0062_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\79657.jpg
6802a1d6-67c9-436f-af83-f684a5052eb3,George Robinson,testuser063@lobralicloud.onmicrosoft.com,human,images/profile_0063_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\54816.jpg
a67e6acf-dcf8-4046-a2af-9f35cc07b5c0,James Williams,testuser064@lobralicloud.onmicrosoft.com,animal,images/profile_0064_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\cats\cat.5108.jpg
973e669b-12cd-419b-9f3a-1be3008aebee,David Martin,testuser065@lobralicloud.onmicrosoft.com,avatar,images/profile_0065_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\6\cs398284638338722985.jpg
29786834-e06c-4d3b-b9fe-431eeb984430,Jessica Lewis,testuser066@lobralicloud.onmicrosoft.com,avatar,images/profile_0066_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\8\cs8000071687070501509.jpg
d74c03e2-ad0b-4c86-9408-29583d5c71a5,George Johnson,testuser067@lobralicloud.onmicrosoft.com,no_pic,,
fc8dd49d-3033-4f50-857c-a93b035c4656,Rebecca White,testuser068@lobralicloud.onmicrosoft.com,human,images/profile_0068_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\13512.jpg
3260c9ca-46db-449c-bd22-d080a7d1fc2e,Daniel Sanchez,testuser069@lobralicloud.onmicrosoft.com,human,images/profile_0069_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\79511.jpg
9a80e917-1fe6-45fd-899f-9e66e5865f6e,Margaret Walker,testuser070@lobralicloud.onmicrosoft.com,human,images/profile_0070_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\2105.jpg
b8a459cd-8fa4-4d2f-be87-62762d06dcbb,Michelle Thomas,testuser071@lobralicloud.onmicrosoft.com,avatar,images/profile_0071_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\1\cs13060770516214943218.jpg
1766c27e-308d-4156-a113-e58feb7ee273,Christopher Parker,testuser072@lobralicloud.onmicrosoft.com,avatar,images/profile_0072_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\7\cs6856302448694862264.jpg
5cf28223-fb2c-4d43-822b-111a49614df0,Linda Anderson,testuser073@lobralicloud.onmicrosoft.com,avatar,images/profile_0073_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\4\cs2051710632822536324.jpg
9104b1f2-1fe7-48ad-acf7-b2a13feceea9,Sandra Harris,testuser074@lobralicloud.onmicrosoft.com,no_pic,,
61abf844-f72b-4af0-bc8a-d9b78fa007e4,Sarah Nelson,testuser075@lobralicloud.onmicrosoft.com,animal,images/profile_0075_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\test\dogs\dog.8540.jpg
aee0ead7-608a-4db6-9fd4-0ca2c1b3cd01,Melissa Hernandez,testuser076@lobralicloud.onmicrosoft.com,animal,images/profile_0076_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\cats\cat.1025.jpg
7394e629-4994-472b-a9e1-03531c7f5d84,Joseph Anderson,testuser077@lobralicloud.onmicrosoft.com,human,images/profile_0077_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\86662.jpg
f1247387-8e42-40fc-a3d7-7be17512e008,Melissa Sanchez,testuser078@lobralicloud.onmicrosoft.com,human,images/profile_0078_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\val\8948.jpg
54b0d116-ee66-4cdd-87f2-d9f050015710,Brian Garcia,testuser079@lobralicloud.onmicrosoft.com,no_pic,,
af4a2d85-aef4-4ebe-9f8f-baabdceb9896,Barbara Allen,testuser080@lobralicloud.onmicrosoft.com,avatar,images/profile_0080_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\3\cs16726688272315467430.jpg
fff5b9c4-88ae-4842-945e-cde6abfb581d,Dorothy Thompson,testuser081@lobralicloud.onmicrosoft.com,human,images/profile_0081_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\42778.jpg
8473d455-046c-4aa7-9df8-219791dd750c,William Reyes,testuser082@lobralicloud.onmicrosoft.com,human,images/profile_0082_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\42441.jpg
4edf522f-5f9f-4ab3-9023-29edba2ed56c,Matthew Scott,testuser083@lobralicloud.onmicrosoft.com,human,images/profile_0083_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\74282.jpg
5741dd1c-79f9-4fc9-b395-3ca1c2c64405,Angela Diaz,testuser084@lobralicloud.onmicrosoft.com,human,images/profile_0084_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\26459.jpg
88e781cc-5a26-4e11-b5af-e699c877fa2c,Jason Scott,testuser085@lobralicloud.onmicrosoft.com,human,images/profile_0085_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\2834.jpg
945f6a43-baf8-449c-be75-55368843edbb,David Perez,testuser086@lobralicloud.onmicrosoft.com,human,images/profile_0086_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\val\4801.jpg
f64405d8-c04d-4f66-8d41-b511d28fcd0a,Kenneth King,testuser087@lobralicloud.onmicrosoft.com,animal,images/profile_0087_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\dogs\dog.3224.jpg
c77529f4-99d0-4e7c-88b6-64f356360e68,James Carter,testuser088@lobralicloud.onmicrosoft.com,animal,images/profile_0088_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\train\dogs\dog.1542.jpg
51db402d-93f9-460a-927a-b63c9859b977,Sarah Rodriguez,testuser089@lobralicloud.onmicrosoft.com,no_pic,,
d8d0b80e-4e78-4fb8-8f1a-560d2c461802,Anna White,testuser090@lobralicloud.onmicrosoft.com,human,images/profile_0090_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\42815.jpg
343d47ba-08ad-4072-b042-c3250bd6b43c,Kimberly Perez,testuser091@lobralicloud.onmicrosoft.com,human,images/profile_0091_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\52345.jpg
dec97128-159c-4d22-96a3-01119b64bc02,Anthony Nguyen,testuser092@lobralicloud.onmicrosoft.com,avatar,images/profile_0092_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\7\cs5823563431322256009.jpg
f9848c41-a2d7-4ccf-9b92-d304f2cee648,Timothy Roberts,testuser093@lobralicloud.onmicrosoft.com,human,images/profile_0093_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\37444.jpg
1977a780-62c5-466b-9339-0b2c3a63ec30,Michael Clark,testuser094@lobralicloud.onmicrosoft.com,human,images/profile_0094_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\36001.jpg
fabac067-7a16-46f1-bb04-4645abd595fe,Melissa Miller,testuser095@lobralicloud.onmicrosoft.com,no_pic,,
00f9bd0f-8333-4db1-9873-982b2a8b65b8,Christopher Miller,testuser096@lobralicloud.onmicrosoft.com,avatar,images/profile_0096_avatar.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\avatars\cartoonset100k_jpg\0\cs12417950399699159132.jpg
ed033222-336d-4701-bdd3-76eb4e7fbfc7,Stephanie Harris,testuser097@lobralicloud.onmicrosoft.com,human,images/profile_0097_human.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\fairface\train\69612.jpg
c9437373-b91d-43e9-b6db-d67e6559abbd,James Thomas,testuser098@lobralicloud.onmicrosoft.com,animal,images/profile_0098_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\dogs_vs_cats\train\dogs\dog.9176.jpg
9ecb3e79-fb88-4c0b-9026-6d449aa08449,Angela Ramirez,testuser099@lobralicloud.onmicrosoft.com,animal,images/profile_0099_animal.jpg,C:\Users\lobra\Documents\Notebooks\UCB\Capstone\sav\ucb_ml_capstone\data\raw\animal_faces\test\dogs\dog.8705.jpg
